OrphaCode,DisorderName,DisabilityName,Frequency,Temporality,Severity,LossOfAbility,Type,Defined
96265,Leydig Cell Hypoplasia Due To Complete Lh Resistance,Engaging In And Maintaining Intimate Relationships,Occasional,Acquisition Delay,Unspecified,n,Disability,y
79237,Galactokinase Deficiency,Seeing/Watching,Occasional,Acquisition Delay,Severe,n,Disability,y
79237,Galactokinase Deficiency,Seeing/Watching,Occasional,Permanent Limitation,Severe,y,Disability,y
79237,Galactokinase Deficiency,Learning To Read,Occasional,Acquisition Delay,Severe,n,Disability,y
79237,Galactokinase Deficiency,Learning To Read,Occasional,Permanent Limitation,Severe,y,Disability,y
79237,Galactokinase Deficiency,Learning To Write,Occasional,Acquisition Delay,Severe,n,Disability,y
79237,Galactokinase Deficiency,Learning To Write,Occasional,Permanent Limitation,Severe,y,Disability,y
79237,Galactokinase Deficiency,Learning To Calculate,Occasional,Acquisition Delay,Severe,n,Disability,y
79237,Galactokinase Deficiency,Learning To Calculate,Occasional,Permanent Limitation,Severe,y,Disability,y
79237,Galactokinase Deficiency,Reading,Occasional,Acquisition Delay,Severe,n,Disability,y
79237,Galactokinase Deficiency,Reading,Occasional,Permanent Limitation,Severe,y,Disability,y
79237,Galactokinase Deficiency,Writing,Occasional,Acquisition Delay,Severe,n,Disability,y
79237,Galactokinase Deficiency,Writing,Occasional,Permanent Limitation,Severe,y,Disability,y
79237,Galactokinase Deficiency,Calculating,Occasional,Acquisition Delay,Severe,n,Disability,y
79237,Galactokinase Deficiency,Calculating,Occasional,Permanent Limitation,Severe,y,Disability,y
79237,Galactokinase Deficiency,Focusing Attention,Occasional,Acquisition Delay,Severe,n,Disability,y
79237,Galactokinase Deficiency,Focusing Attention,Occasional,Permanent Limitation,Severe,y,Disability,y
79237,Galactokinase Deficiency,Making Decisions/Taking Initiatives/Finding Solutions,Occasional,Acquisition Delay,Severe,n,Disability,y
79237,Galactokinase Deficiency,Making Decisions/Taking Initiatives/Finding Solutions,Occasional,Permanent Limitation,Severe,y,Disability,y
79237,Galactokinase Deficiency,Receiving Messages In Sign Language,Occasional,Acquisition Delay,Severe,n,Disability,y
79237,Galactokinase Deficiency,Receiving Messages In Sign Language,Occasional,Permanent Limitation,Severe,y,Disability,y
79237,Galactokinase Deficiency,Receiving Nonverbal Messages,Occasional,Acquisition Delay,Severe,n,Disability,y
79237,Galactokinase Deficiency,Receiving Nonverbal Messages,Occasional,Permanent Limitation,Severe,y,Disability,y
79237,Galactokinase Deficiency,Receiving Written Messages,Occasional,Acquisition Delay,Severe,n,Disability,y
79237,Galactokinase Deficiency,Receiving Written Messages,Occasional,Permanent Limitation,Severe,y,Disability,y
79237,Galactokinase Deficiency,Producing Nonverbal Messages,Occasional,Acquisition Delay,Severe,n,Disability,y
79237,Galactokinase Deficiency,Producing Nonverbal Messages,Occasional,Permanent Limitation,Severe,y,Disability,y
79237,Galactokinase Deficiency,Writing Messages,Occasional,Permanent Limitation,Severe,n,Disability,y
79237,Galactokinase Deficiency,Writing Messages,Occasional,Acquisition Delay,Severe,n,Disability,y
79237,Galactokinase Deficiency,Using Communication Devices,Occasional,Permanent Limitation,Severe,n,Disability,y
79237,Galactokinase Deficiency,Using Communication Devices,Occasional,Acquisition Delay,Severe,n,Disability,y
79237,Galactokinase Deficiency,Reaching And Catching Objects,Occasional,Permanent Limitation,Severe,n,Disability,y
79237,Galactokinase Deficiency,Reaching And Catching Objects,Occasional,Acquisition Delay,Unspecified,n,Disability,y
79237,Galactokinase Deficiency,Lifting And Carrying Objects,Occasional,Permanent Limitation,Severe,n,Disability,y
79237,Galactokinase Deficiency,Lifting And Carrying Objects,Occasional,Acquisition Delay,Unspecified,n,Disability,y
79237,Galactokinase Deficiency,Handling Objects (Fine Hand Use),Occasional,Permanent Limitation,Severe,n,Disability,y
79237,Galactokinase Deficiency,Handling Objects (Fine Hand Use),Occasional,Acquisition Delay,Unspecified,n,Disability,y
79237,Galactokinase Deficiency,Walking Long Distances,Occasional,Permanent Limitation,Unspecified,n,Disability,y
79237,Galactokinase Deficiency,Walking Long Distances,Occasional,Acquisition Delay,Unspecified,n,Disability,y
79237,Galactokinase Deficiency,"Performing Vigorous Activities (Climbing, Running, Jumping, Swimming,...)",Occasional,Permanent Limitation,Unspecified,n,Disability,y
79237,Galactokinase Deficiency,"Performing Vigorous Activities (Climbing, Running, Jumping, Swimming,...)",Occasional,Acquisition Delay,Unspecified,n,Disability,y
79237,Galactokinase Deficiency,Washing Oneself,Occasional,Permanent Limitation,Unspecified,n,Disability,y
79237,Galactokinase Deficiency,Dressing/Undressing,Occasional,Permanent Limitation,Unspecified,n,Disability,y
79237,Galactokinase Deficiency,Moving Around Within The Home,Occasional,Permanent Limitation,Unspecified,n,Disability,y
79237,Galactokinase Deficiency,Moving Around Outside The Home,Occasional,Permanent Limitation,Unspecified,n,Disability,y
79237,Galactokinase Deficiency,Using Transportation,Occasional,Permanent Limitation,Unspecified,n,Disability,y
79237,Galactokinase Deficiency,Driving,Occasional,Permanent Limitation,Unspecified,n,Disability,y
79237,Galactokinase Deficiency,Shopping,Occasional,Permanent Limitation,Unspecified,n,Disability,y
79237,Galactokinase Deficiency,Cooking/Preparing Meals,Occasional,Permanent Limitation,Unspecified,n,Disability,y
79237,Galactokinase Deficiency,Doing Housework,Occasional,Permanent Limitation,Unspecified,n,Disability,y
79237,Galactokinase Deficiency,Looking After/Helping Others,Occasional,Permanent Limitation,Unspecified,n,Disability,y
79237,Galactokinase Deficiency,Attending Preschool,Occasional,Permanent Limitation,Unspecified,n,Disability,y
79237,Galactokinase Deficiency,Attending Mainstream School,Occasional,Permanent Limitation,Unspecified,n,Disability,y
79237,Galactokinase Deficiency,Learning A Profession (Vocational Training/Apprenticeship) In The Standard Environment,Occasional,Permanent Limitation,Unspecified,n,Disability,y
79237,Galactokinase Deficiency,Engaging In Paid Work In A Standard Environment,Occasional,Permanent Limitation,Unspecified,n,Disability,y
79237,Galactokinase Deficiency,Seeking Employment,Occasional,Permanent Limitation,Unspecified,n,Disability,y
79237,Galactokinase Deficiency,Performing Professional Tasks,Occasional,Permanent Limitation,Unspecified,n,Disability,y
79237,Galactokinase Deficiency,Handling Money/Managing One'S Own Budget,Occasional,Permanent Limitation,Unspecified,n,Disability,y
79237,Galactokinase Deficiency,Undertaking A Simple Task,Occasional,Permanent Limitation,Unspecified,n,Disability,y
79237,Galactokinase Deficiency,Undertaking A Complex/Multiple Task,Occasional,Permanent Limitation,Unspecified,n,Disability,y
79237,Galactokinase Deficiency,Carrying Out Daily Routines,Occasional,Permanent Limitation,Unspecified,n,Disability,y
79237,Galactokinase Deficiency,Taking Part In Community Life,Occasional,Permanent Limitation,Unspecified,n,Disability,y
79237,Galactokinase Deficiency,Playing With Others,Occasional,Permanent Limitation,Unspecified,n,Disability,y
79237,Galactokinase Deficiency,Socializing,Occasional,Permanent Limitation,Unspecified,n,Disability,y
79237,Galactokinase Deficiency,Practicing Sports,Occasional,Permanent Limitation,Unspecified,n,Disability,y
79237,Galactokinase Deficiency,Participating In The Arts And Cultural Activities,Occasional,Permanent Limitation,Unspecified,n,Disability,y
79237,Galactokinase Deficiency,Travelling,Occasional,Permanent Limitation,Unspecified,n,Disability,y
79237,Galactokinase Deficiency,Light Intensity,Unknown,Unknown,Unknown,y,Environmental factor,n
79237,Galactokinase Deficiency,Light Quality,Unknown,Unknown,Unknown,y,Environmental factor,n
79237,Galactokinase Deficiency,Day/Night Cycles,Unknown,Unknown,Unknown,y,Environmental factor,n
525,Lichen Planopilaris,Interacting With Other People,Frequent,Permanent Limitation,Low,n,Disability,y
525,Lichen Planopilaris,Interacting With Other People,Frequent,Acquisition Delay,Moderate,n,Disability,y
525,Lichen Planopilaris,Interacting With Other People,Occasional,Permanent Limitation,Severe,n,Disability,y
525,Lichen Planopilaris,Interacting With Other People,Occasional,Acquisition Delay,Severe,n,Disability,y
525,Lichen Planopilaris,Making/Keeping Friends,Frequent,Permanent Limitation,Low,n,Disability,y
525,Lichen Planopilaris,Making/Keeping Friends,Frequent,Acquisition Delay,Moderate,n,Disability,y
525,Lichen Planopilaris,Making/Keeping Friends,Occasional,Permanent Limitation,Severe,n,Disability,y
525,Lichen Planopilaris,Making/Keeping Friends,Occasional,Acquisition Delay,Severe,n,Disability,y
525,Lichen Planopilaris,Dealing With Strangers,Frequent,Permanent Limitation,Low,n,Disability,y
525,Lichen Planopilaris,Dealing With Strangers,Frequent,Acquisition Delay,Moderate,n,Disability,y
525,Lichen Planopilaris,Dealing With Strangers,Occasional,Permanent Limitation,Severe,n,Disability,y
525,Lichen Planopilaris,Dealing With Strangers,Occasional,Acquisition Delay,Severe,n,Disability,y
525,Lichen Planopilaris,Engaging In And Maintaining Intimate Relationships,Frequent,Permanent Limitation,Low,n,Disability,y
525,Lichen Planopilaris,Engaging In And Maintaining Intimate Relationships,Frequent,Acquisition Delay,Moderate,n,Disability,y
525,Lichen Planopilaris,Engaging In And Maintaining Intimate Relationships,Occasional,Permanent Limitation,Severe,n,Disability,y
525,Lichen Planopilaris,Engaging In And Maintaining Intimate Relationships,Occasional,Acquisition Delay,Severe,n,Disability,y
525,Lichen Planopilaris,Taking Part In Community Life,Frequent,Permanent Limitation,Low,n,Disability,y
525,Lichen Planopilaris,Taking Part In Community Life,Frequent,Acquisition Delay,Low,n,Disability,y
525,Lichen Planopilaris,Taking Part In Community Life,Occasional,Permanent Limitation,Severe,n,Disability,y
525,Lichen Planopilaris,Taking Part In Community Life,Occasional,Acquisition Delay,Severe,n,Disability,y
525,Lichen Planopilaris,Socializing,Frequent,Permanent Limitation,Low,n,Disability,y
525,Lichen Planopilaris,Socializing,Frequent,Acquisition Delay,Low,n,Disability,y
525,Lichen Planopilaris,Socializing,Occasional,Permanent Limitation,Severe,n,Disability,y
525,Lichen Planopilaris,Socializing,Occasional,Acquisition Delay,Severe,n,Disability,y
100075,Neuroendocrine Tumor Of Stomach,Walking Short Distances,Occasional,Permanent Limitation,Complete,n,Disability,y
100075,Neuroendocrine Tumor Of Stomach,Walking Short Distances,Occasional,Transient Limitation,Complete,n,Disability,y
100075,Neuroendocrine Tumor Of Stomach,Walking Short Distances,Occasional,Permanent Limitation,Unspecified,n,Disability,y
100075,Neuroendocrine Tumor Of Stomach,Walking Long Distances,Frequent,Permanent Limitation,Complete,n,Disability,y
100075,Neuroendocrine Tumor Of Stomach,Walking Long Distances,Occasional,Transient Limitation,Complete,n,Disability,y
100075,Neuroendocrine Tumor Of Stomach,Walking Long Distances,Frequent,Permanent Limitation,Unspecified,n,Disability,y
100075,Neuroendocrine Tumor Of Stomach,Walking Long Distances,Occasional,Transient Limitation,Unspecified,n,Disability,y
100075,Neuroendocrine Tumor Of Stomach,"Performing Vigorous Activities (Climbing, Running, Jumping, Swimming,...)",Frequent,Permanent Limitation,Complete,n,Disability,y
100075,Neuroendocrine Tumor Of Stomach,"Performing Vigorous Activities (Climbing, Running, Jumping, Swimming,...)",Occasional,Transient Limitation,Complete,n,Disability,y
100075,Neuroendocrine Tumor Of Stomach,"Performing Vigorous Activities (Climbing, Running, Jumping, Swimming,...)",Frequent,Permanent Limitation,Unspecified,n,Disability,y
100075,Neuroendocrine Tumor Of Stomach,"Performing Vigorous Activities (Climbing, Running, Jumping, Swimming,...)",Occasional,Transient Limitation,Unspecified,n,Disability,y
100075,Neuroendocrine Tumor Of Stomach,Washing Oneself,Occasional,Permanent Limitation,Unspecified,n,Disability,y
100075,Neuroendocrine Tumor Of Stomach,"Caring For Body Parts (Skin, Teeth, Nails, Hair, Genitals)",Occasional,Permanent Limitation,Unspecified,n,Disability,y
100075,Neuroendocrine Tumor Of Stomach,Dressing/Undressing,Occasional,Permanent Limitation,Unspecified,n,Disability,y
100075,Neuroendocrine Tumor Of Stomach,Eating,Occasional,Permanent Limitation,Unspecified,n,Disability,y
100075,Neuroendocrine Tumor Of Stomach,Drinking,Occasional,Permanent Limitation,Unspecified,n,Disability,y
100075,Neuroendocrine Tumor Of Stomach,"Managing One'S Health (Diet, Medications, Prevention, Needs, Assistance, Monitoring)",Occasional,Permanent Limitation,Unspecified,n,Disability,y
100075,Neuroendocrine Tumor Of Stomach,Moving Around Within The Home,Occasional,Permanent Limitation,Unspecified,n,Disability,y
100075,Neuroendocrine Tumor Of Stomach,Moving Around Within The Home,Occasional,Transient Limitation,Unspecified,n,Disability,y
100075,Neuroendocrine Tumor Of Stomach,Moving Around Outside The Home,Occasional,Permanent Limitation,Unspecified,n,Disability,y
100075,Neuroendocrine Tumor Of Stomach,Moving Around Outside The Home,Occasional,Transient Limitation,Unspecified,n,Disability,y
100075,Neuroendocrine Tumor Of Stomach,Using Transportation,Occasional,Permanent Limitation,Unspecified,n,Disability,y
100075,Neuroendocrine Tumor Of Stomach,Using Transportation,Occasional,Transient Limitation,Unspecified,n,Disability,y
100075,Neuroendocrine Tumor Of Stomach,Driving,Occasional,Permanent Limitation,Unspecified,n,Disability,y
100075,Neuroendocrine Tumor Of Stomach,Driving,Occasional,Transient Limitation,Unspecified,n,Disability,y
100075,Neuroendocrine Tumor Of Stomach,Shopping,Occasional,Permanent Limitation,Unspecified,n,Disability,y
100075,Neuroendocrine Tumor Of Stomach,Shopping,Occasional,Transient Limitation,Unspecified,n,Disability,y
100075,Neuroendocrine Tumor Of Stomach,Cooking/Preparing Meals,Occasional,Permanent Limitation,Unspecified,n,Disability,y
100075,Neuroendocrine Tumor Of Stomach,Cooking/Preparing Meals,Occasional,Transient Limitation,Unspecified,n,Disability,y
100075,Neuroendocrine Tumor Of Stomach,Doing Housework,Occasional,Permanent Limitation,Unspecified,n,Disability,y
100075,Neuroendocrine Tumor Of Stomach,Doing Housework,Occasional,Transient Limitation,Unspecified,n,Disability,y
100075,Neuroendocrine Tumor Of Stomach,Looking After/Helping Others,Occasional,Permanent Limitation,Unspecified,n,Disability,y
100075,Neuroendocrine Tumor Of Stomach,Looking After/Helping Others,Occasional,Transient Limitation,Unspecified,n,Disability,y
100075,Neuroendocrine Tumor Of Stomach,Engaging In Paid Work In A Standard Environment,Occasional,Permanent Limitation,Unspecified,n,Disability,y
100075,Neuroendocrine Tumor Of Stomach,Engaging In Paid Work In A Standard Environment,Occasional,Transient Limitation,Unspecified,n,Disability,y
100075,Neuroendocrine Tumor Of Stomach,Engaging In Paid Work In A Supported/Sheltered Environment,Occasional,Permanent Limitation,Unspecified,n,Disability,y
100075,Neuroendocrine Tumor Of Stomach,Performing Professional Tasks,Occasional,Permanent Limitation,Unspecified,n,Disability,y
100075,Neuroendocrine Tumor Of Stomach,Performing Professional Tasks,Occasional,Transient Limitation,Unspecified,n,Disability,y
100075,Neuroendocrine Tumor Of Stomach,Carrying Out Administrative Procedures,Occasional,Permanent Limitation,Unspecified,n,Disability,y
100075,Neuroendocrine Tumor Of Stomach,Carrying Out Administrative Procedures,Occasional,Transient Limitation,Unspecified,n,Disability,y
100075,Neuroendocrine Tumor Of Stomach,Undertaking A Simple Task,Occasional,Permanent Limitation,Unspecified,n,Disability,y
100075,Neuroendocrine Tumor Of Stomach,Undertaking A Simple Task,Occasional,Transient Limitation,Unspecified,n,Disability,y
100075,Neuroendocrine Tumor Of Stomach,Undertaking A Complex/Multiple Task,Frequent,Permanent Limitation,Unspecified,n,Disability,y
100075,Neuroendocrine Tumor Of Stomach,Undertaking A Complex/Multiple Task,Frequent,Transient Limitation,Unspecified,n,Disability,y
100075,Neuroendocrine Tumor Of Stomach,Carrying Out Daily Routines,Occasional,Permanent Limitation,Unspecified,n,Disability,y
100075,Neuroendocrine Tumor Of Stomach,Carrying Out Daily Routines,Occasional,Transient Limitation,Unspecified,n,Disability,y
100075,Neuroendocrine Tumor Of Stomach,Taking Part In Community Life,Occasional,Permanent Limitation,Unspecified,n,Disability,y
100075,Neuroendocrine Tumor Of Stomach,Taking Part In Community Life,Frequent,Transient Limitation,Unspecified,n,Disability,y
100075,Neuroendocrine Tumor Of Stomach,Practicing Sports,Very Frequent,Permanent Limitation,Unspecified,n,Disability,y
100075,Neuroendocrine Tumor Of Stomach,Practicing Sports,Very Frequent,Transient Limitation,Unspecified,n,Disability,y
100075,Neuroendocrine Tumor Of Stomach,Participating In The Arts And Cultural Activities,Occasional,Permanent Limitation,Unspecified,n,Disability,y
100075,Neuroendocrine Tumor Of Stomach,Participating In The Arts And Cultural Activities,Frequent,Transient Limitation,Unspecified,n,Disability,y
100075,Neuroendocrine Tumor Of Stomach,Travelling,Occasional,Permanent Limitation,Unspecified,n,Disability,y
100075,Neuroendocrine Tumor Of Stomach,Travelling,Occasional,Transient Limitation,Unspecified,n,Disability,y
77261,Gaucher Disease Type 3,Seeing/Watching,Frequent,Permanent Limitation,Moderate,n,Disability,y
77261,Gaucher Disease Type 3,Hearing/Listening,Frequent,Permanent Limitation,Moderate,n,Disability,y
77261,Gaucher Disease Type 3,Acquiring Language,Frequent,Permanent Limitation,Moderate,n,Disability,y
77261,Gaucher Disease Type 3,Learning To Read,Frequent,Permanent Limitation,Moderate,n,Disability,y
77261,Gaucher Disease Type 3,Learning To Write,Frequent,Permanent Limitation,Moderate,n,Disability,y
77261,Gaucher Disease Type 3,Learning To Calculate,Frequent,Permanent Limitation,Moderate,n,Disability,y
77261,Gaucher Disease Type 3,Reading,Frequent,Permanent Limitation,Moderate,n,Disability,y
77261,Gaucher Disease Type 3,Writing,Frequent,Permanent Limitation,Moderate,n,Disability,y
77261,Gaucher Disease Type 3,Calculating,Frequent,Permanent Limitation,Moderate,n,Disability,y
77261,Gaucher Disease Type 3,Focusing Attention,Frequent,Permanent Limitation,Moderate,n,Disability,y
77261,Gaucher Disease Type 3,Making Decisions/Taking Initiatives/Finding Solutions,Frequent,Permanent Limitation,Moderate,n,Disability,y
77261,Gaucher Disease Type 3,Receiving Spoken Messages,Occasional,Permanent Limitation,Unspecified,n,Disability,y
77261,Gaucher Disease Type 3,Receiving Messages In Sign Language,Occasional,Permanent Limitation,Unspecified,n,Disability,y
77261,Gaucher Disease Type 3,Receiving Nonverbal Messages,Occasional,Permanent Limitation,Unspecified,n,Disability,y
77261,Gaucher Disease Type 3,Receiving Written Messages,Occasional,Permanent Limitation,Unspecified,n,Disability,y
77261,Gaucher Disease Type 3,Speaking,Occasional,Permanent Limitation,Unspecified,n,Disability,y
77261,Gaucher Disease Type 3,Producing Messages In Sign Language,Occasional,Permanent Limitation,Unspecified,n,Disability,y
77261,Gaucher Disease Type 3,Producing Nonverbal Messages,Occasional,Permanent Limitation,Unspecified,n,Disability,y
77261,Gaucher Disease Type 3,Writing Messages,Occasional,Permanent Limitation,Unspecified,n,Disability,y
77261,Gaucher Disease Type 3,Participating In A Conversation,Occasional,Permanent Limitation,Unspecified,n,Disability,y
77261,Gaucher Disease Type 3,Using Communication Devices,Occasional,Permanent Limitation,Unspecified,n,Disability,y
77261,Gaucher Disease Type 3,Standing,Occasional,Permanent Limitation,Unspecified,n,Disability,y
77261,Gaucher Disease Type 3,Sitting,Occasional,Permanent Limitation,Unspecified,n,Disability,y
77261,Gaucher Disease Type 3,Bending,Occasional,Permanent Limitation,Unspecified,n,Disability,y
77261,Gaucher Disease Type 3,Transferring Oneself,Occasional,Permanent Limitation,Unspecified,n,Disability,y
77261,Gaucher Disease Type 3,Maintaining A Standing Position,Occasional,Permanent Limitation,Unspecified,n,Disability,y
77261,Gaucher Disease Type 3,Maintaining Head Position,Occasional,Permanent Limitation,Unspecified,n,Disability,y
77261,Gaucher Disease Type 3,Reaching And Catching Objects,Occasional,Permanent Limitation,Unspecified,n,Disability,y
77261,Gaucher Disease Type 3,Lifting And Carrying Objects,Occasional,Permanent Limitation,Unspecified,n,Disability,y
77261,Gaucher Disease Type 3,Handling Objects (Fine Hand Use),Occasional,Permanent Limitation,Unspecified,n,Disability,y
77261,Gaucher Disease Type 3,Walking Short Distances,Occasional,Permanent Limitation,Unspecified,n,Disability,y
77261,Gaucher Disease Type 3,Walking Long Distances,Occasional,Permanent Limitation,Unspecified,n,Disability,y
77261,Gaucher Disease Type 3,"Performing Vigorous Activities (Climbing, Running, Jumping, Swimming,...)",Occasional,Permanent Limitation,Unspecified,n,Disability,y
77261,Gaucher Disease Type 3,Washing Oneself,Occasional,Permanent Limitation,Unspecified,n,Disability,y
77261,Gaucher Disease Type 3,"Caring For Body Parts (Skin, Teeth, Nails, Hair, Genitals)",Occasional,Permanent Limitation,Unspecified,n,Disability,y
77261,Gaucher Disease Type 3,Regulating Urination,Occasional,Permanent Limitation,Unspecified,n,Disability,y
77261,Gaucher Disease Type 3,Regulating Defecation,Occasional,Permanent Limitation,Unspecified,n,Disability,y
77261,Gaucher Disease Type 3,Dressing/Undressing,Occasional,Permanent Limitation,Unspecified,n,Disability,y
77261,Gaucher Disease Type 3,Eating,Occasional,Permanent Limitation,Unspecified,n,Disability,y
77261,Gaucher Disease Type 3,Drinking,Occasional,Permanent Limitation,Unspecified,n,Disability,y
77261,Gaucher Disease Type 3,"Managing One'S Health (Diet, Medications, Prevention, Needs, Assistance, Monitoring)",Occasional,Permanent Limitation,Unspecified,n,Disability,y
77261,Gaucher Disease Type 3,Moving Around Within The Home,Occasional,Permanent Limitation,Unspecified,n,Disability,y
77261,Gaucher Disease Type 3,Moving Around Outside The Home,Occasional,Permanent Limitation,Unspecified,n,Disability,y
77261,Gaucher Disease Type 3,Using Transportation,Occasional,Permanent Limitation,Unspecified,n,Disability,y
77261,Gaucher Disease Type 3,Driving,Occasional,Permanent Limitation,Unspecified,n,Disability,y
77261,Gaucher Disease Type 3,Interacting With Other People,Occasional,Permanent Limitation,Low,n,Disability,y
77261,Gaucher Disease Type 3,Making/Keeping Friends,Occasional,Permanent Limitation,Low,n,Disability,y
77261,Gaucher Disease Type 3,Maintaining Family Relationships,Occasional,Permanent Limitation,Low,n,Disability,y
77261,Gaucher Disease Type 3,Dealing With Strangers,Occasional,Permanent Limitation,Low,n,Disability,y
77261,Gaucher Disease Type 3,Engaging In And Maintaining Intimate Relationships,Occasional,Permanent Limitation,Low,n,Disability,y
77261,Gaucher Disease Type 3,Engaging In Sexual Relationships,Occasional,Permanent Limitation,Low,n,Disability,y
77261,Gaucher Disease Type 3,Shopping,Occasional,Permanent Limitation,Unspecified,n,Disability,y
77261,Gaucher Disease Type 3,Cooking/Preparing Meals,Occasional,Permanent Limitation,Unspecified,n,Disability,y
77261,Gaucher Disease Type 3,Doing Housework,Occasional,Permanent Limitation,Unspecified,n,Disability,y
77261,Gaucher Disease Type 3,Looking After/Helping Others,Occasional,Permanent Limitation,Unspecified,n,Disability,y
77261,Gaucher Disease Type 3,Attending Preschool,Occasional,Permanent Limitation,Unspecified,n,Disability,y
77261,Gaucher Disease Type 3,Attending Mainstream School,Occasional,Permanent Limitation,Unspecified,n,Disability,y
77261,Gaucher Disease Type 3,Attending School In An Adapted Mainstream/Special Environment,Occasional,Permanent Limitation,Unspecified,n,Disability,y
77261,Gaucher Disease Type 3,Learning A Profession (Vocational Training/Apprenticeship) In The Standard Environment,Occasional,Permanent Limitation,Unspecified,n,Disability,y
77261,Gaucher Disease Type 3,Learning A Profession (Vocational Training/Apprenticeship) In An Adapted Mainstream/Special Environment,Occasional,Permanent Limitation,Unspecified,n,Disability,y
77261,Gaucher Disease Type 3,Accessing Higher Education,Occasional,Permanent Limitation,Unspecified,n,Disability,y
77261,Gaucher Disease Type 3,Engaging In Paid Work In A Standard Environment,Occasional,Permanent Limitation,Unspecified,n,Disability,y
77261,Gaucher Disease Type 3,Engaging In Paid Work In A Supported/Sheltered Environment,Occasional,Permanent Limitation,Unspecified,n,Disability,y
77261,Gaucher Disease Type 3,Seeking Employment,Occasional,Permanent Limitation,Unspecified,n,Disability,y
77261,Gaucher Disease Type 3,Performing Professional Tasks,Occasional,Permanent Limitation,Unspecified,n,Disability,y
77261,Gaucher Disease Type 3,Handling Money/Managing One'S Own Budget,Occasional,Permanent Limitation,Unspecified,n,Disability,y
77261,Gaucher Disease Type 3,Carrying Out Administrative Procedures,Occasional,Permanent Limitation,Unspecified,n,Disability,y
77261,Gaucher Disease Type 3,Undertaking A Simple Task,Occasional,Permanent Limitation,Unspecified,n,Disability,y
77261,Gaucher Disease Type 3,Undertaking A Complex/Multiple Task,Occasional,Permanent Limitation,Unspecified,n,Disability,y
77261,Gaucher Disease Type 3,Carrying Out Daily Routines,Occasional,Permanent Limitation,Unspecified,n,Disability,y
77261,Gaucher Disease Type 3,Taking Part In Community Life,Occasional,Permanent Limitation,Low,n,Disability,y
77261,Gaucher Disease Type 3,Playing With Others,Occasional,Permanent Limitation,Low,n,Disability,y
77261,Gaucher Disease Type 3,Socializing,Occasional,Permanent Limitation,Low,n,Disability,y
77261,Gaucher Disease Type 3,Practicing Sports,Occasional,Permanent Limitation,Low,n,Disability,y
77261,Gaucher Disease Type 3,Participating In The Arts And Cultural Activities,Occasional,Permanent Limitation,Low,n,Disability,y
77261,Gaucher Disease Type 3,Travelling,Occasional,Permanent Limitation,Low,n,Disability,y
2072,Gaucher Disease-Ophthalmoplegia-Cardiovascular Calcification Syndrome,Seeing/Watching,Occasional,Permanent Limitation,Low,n,Disability,y
2072,Gaucher Disease-Ophthalmoplegia-Cardiovascular Calcification Syndrome,Seeing/Watching,Occasional,Permanent Limitation,Moderate,n,Disability,y
2072,Gaucher Disease-Ophthalmoplegia-Cardiovascular Calcification Syndrome,Seeing/Watching,Occasional,Permanent Limitation,Severe,n,Disability,y
2072,Gaucher Disease-Ophthalmoplegia-Cardiovascular Calcification Syndrome,Learning To Read,Occasional,Permanent Limitation,Low,n,Disability,y
2072,Gaucher Disease-Ophthalmoplegia-Cardiovascular Calcification Syndrome,Learning To Read,Occasional,Permanent Limitation,Moderate,n,Disability,y
2072,Gaucher Disease-Ophthalmoplegia-Cardiovascular Calcification Syndrome,Learning To Read,Occasional,Permanent Limitation,Severe,n,Disability,y
2072,Gaucher Disease-Ophthalmoplegia-Cardiovascular Calcification Syndrome,Learning To Write,Occasional,Permanent Limitation,Low,n,Disability,y
2072,Gaucher Disease-Ophthalmoplegia-Cardiovascular Calcification Syndrome,Learning To Write,Occasional,Permanent Limitation,Moderate,n,Disability,y
2072,Gaucher Disease-Ophthalmoplegia-Cardiovascular Calcification Syndrome,Learning To Write,Occasional,Permanent Limitation,Severe,n,Disability,y
77259,Gaucher Disease Type 1,Standing,Occasional,Transient Limitation,Severe,n,Disability,y
77259,Gaucher Disease Type 1,Standing,Occasional,Permanent Limitation,Unspecified,n,Disability,y
77259,Gaucher Disease Type 1,Sitting,Occasional,Transient Limitation,Severe,n,Disability,y
77259,Gaucher Disease Type 1,Sitting,Occasional,Permanent Limitation,Unspecified,n,Disability,y
77259,Gaucher Disease Type 1,Bending,Occasional,Transient Limitation,Severe,n,Disability,y
77259,Gaucher Disease Type 1,Bending,Occasional,Permanent Limitation,Unspecified,n,Disability,y
77259,Gaucher Disease Type 1,Transferring Oneself,Occasional,Transient Limitation,Severe,n,Disability,y
77259,Gaucher Disease Type 1,Transferring Oneself,Occasional,Permanent Limitation,Unspecified,n,Disability,y
77259,Gaucher Disease Type 1,Lifting And Carrying Objects,Occasional,Permanent Limitation,Unspecified,n,Disability,y
77259,Gaucher Disease Type 1,Walking Short Distances,Occasional,Transient Limitation,Severe,n,Disability,y
77259,Gaucher Disease Type 1,Walking Short Distances,Occasional,Permanent Limitation,Unspecified,n,Disability,y
77259,Gaucher Disease Type 1,Walking Long Distances,Occasional,Transient Limitation,Severe,n,Disability,y
77259,Gaucher Disease Type 1,Walking Long Distances,Occasional,Permanent Limitation,Unspecified,n,Disability,y
77259,Gaucher Disease Type 1,"Performing Vigorous Activities (Climbing, Running, Jumping, Swimming,...)",Occasional,Transient Limitation,Severe,n,Disability,y
